model,path,source_repository,model_type,schema,file_size_mb,parse_status,parse_error,validation_service_status,license_status,IfcProject,IfcSite,IfcBuilding,IfcBuildingStorey,IfcSpace,IfcWall,IfcDoor,IfcWindow,IfcSlab,IfcBeam,IfcColumn,IfcStair,IfcRailing,IfcDistributionElement,IfcBuildingElement,has_ifcsite,has_ifcbuilding,has_ifcspace,door_count,wall_count,site_count,completeness_tier
fail-properties-with-a-null-value-fail-0f640fa3,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-properties_with_a_null_value_fail.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-quantities-must-also-match-the-appropriate-measure-6682eb9d,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-quantities_must_also_match_the_appropriate_measure.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-reference-properties-are-treated-as-objects-and-not-3a5df208,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-reference_properties_are_treated_as_objects_and_not_supported.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-specifying-a-value-fails-against-different-values-16e07819,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-specifying_a_value_fails_against_different_values.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-specifying-a-value-performs-a-case-sensitive-match--ecb46d17,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-specifying_a_value_performs_a_case_sensitive_match_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-unit-conversions-shall-take-place-to-ids-nominated--9e81c1f6,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-unit_conversions_shall_take_place_to_ids_nominated_standard_units_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
invalid-booleans-must-be-specified-as-lowercase-strings--ab15f350,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/invalid-booleans_must_be_specified_as_lowercase_strings_3_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
invalid-integer-values-are-checked-using-type-casting-4--a6d843fe,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/invalid-integer_values_are_checked_using_type_casting_4_4.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
invalid-integer-values-cannot-be-stored-with-decimal-2-4-839e514b,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/invalid-integer_values_cannot_be_stored_with_decimal_2_4.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
invalid-integer-values-cannot-be-stored-with-decimal-3-4-2cef7663,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/invalid-integer_values_cannot_be_stored_with_decimal_3_4.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
invalid-only-specifically-formatted-numbers-are-allowed--befe15d8,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/invalid-only_specifically_formatted_numbers_are_allowed_1_4.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
invalid-only-specifically-formatted-numbers-are-allowed--11488ebf,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/invalid-only_specifically_formatted_numbers_are_allowed_2_4.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-a-name-check-will-match-any-property-with-any-strin-062c1d4f,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-a_name_check_will_match_any_property_with_any_string_value.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-a-name-check-will-match-any-quantity-with-any-value-eae2fb46,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-a_name_check_will_match_any_quantity_with_any_value.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-a-number-specified-as-a-string-is-treated-as-a-stri-1691de54,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-a_number_specified_as_a_string_is_treated_as_a_string.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-a-property-set-to-false-is-still-considered-a-value-cc96c3bc,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-a_property_set_to_false_is_still_considered_a_value_and_will_pass_a_name_check.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-a-property-set-to-true-will-pass-a-name-check-60a6fdbd,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-a_property_set_to_true_will_pass_a_name_check.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-a-required-facet-checks-all-parameters-as-normal-b1278f37,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-a_required_facet_checks_all_parameters_as_normal.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-a-zero-duration-will-pass-122780a4,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-a_zero_duration_will_pass.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-all-matching-properties-must-satisfy-requirements-1-92998b86,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-all_matching_properties_must_satisfy_requirements_1_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-all-matching-properties-must-satisfy-requirements-2-839f6576,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-all_matching_properties_must_satisfy_requirements_2_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-all-matching-property-sets-must-satisfy-requirement-32db133c,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-all_matching_property_sets_must_satisfy_requirements_1_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-all-matching-property-sets-must-satisfy-requirement-0e811c90,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-all_matching_property_sets_must_satisfy_requirements_3_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-an-optional-facet-always-passes-regardless-of-outco-477534b7,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-an_optional_facet_always_passes_regardless_of_outcome_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-an-optional-facet-always-passes-regardless-of-outco-c0d379e1,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-an_optional_facet_always_passes_regardless_of_outcome_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-any-matching-value-in-a-bounded-property-will-pass--70df0c1c,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-any_matching_value_in_a_bounded_property_will_pass_1_4.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-any-matching-value-in-a-bounded-property-will-pass--66030c24,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-any_matching_value_in_a_bounded_property_will_pass_2_4.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-any-matching-value-in-a-bounded-property-will-pass--6313b11a,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-any_matching_value_in_a_bounded_property_will_pass_3_4.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-any-matching-value-in-a-list-property-will-pass-1-3-409c6218,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-any_matching_value_in_a_list_property_will_pass_1_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-any-matching-value-in-a-list-property-will-pass-2-3-366e3e67,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-any_matching_value_in_a_list_property_will_pass_2_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-any-matching-value-in-a-table-property-will-pass-1--307ba642,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-any_matching_value_in_a_table_property_will_pass_1_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-any-matching-value-in-a-table-property-will-pass-2--36eff4da,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-any_matching_value_in_a_table_property_will_pass_2_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-any-matching-value-in-an-enumerated-property-will-p-74a08009,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-any_matching_value_in_an_enumerated_property_will_pass_1_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-any-matching-value-in-an-enumerated-property-will-p-492410a7,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-any_matching_value_in_an_enumerated_property_will_pass_2_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-booleans-must-be-specified-as-lowercase-strings-2-3-427db28a,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-booleans_must_be_specified_as_lowercase_strings_2_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-dates-are-treated-as-strings-1-2-52be13d3,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-dates_are_treated_as_strings_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-durations-are-treated-as-strings-2-2-a4cc253e,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-durations_are_treated_as_strings_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-if-multiple-properties-are-matched-all-values-must--198853b9,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-if_multiple_properties_are_matched__all_values_must_satisfy_requirements_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-integer-values-are-checked-using-type-casting-1-4-8e8c39a6,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-integer_values_are_checked_using_type_casting_1_4.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-measures-are-used-to-specify-an-ifc-data-type-2-2-17e2d2bd,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-measures_are_used_to_specify_an_ifc_data_type_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-non-ascii-characters-are-treated-without-encoding-d9025245,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-non_ascii_characters_are_treated_without_encoding.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-only-specifically-formatted-numbers-are-allowed-3-4-8772c55d,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-only_specifically_formatted_numbers_are_allowed_3_4.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-only-specifically-formatted-numbers-are-allowed-4-4-0362faf2,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-only_specifically_formatted_numbers_are_allowed_4_4.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-predefined-properties-are-supported-but-discouraged-ea52a082,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-predefined_properties_are_supported_but_discouraged_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,False,False,False,1,0,0,test-fragment
pass-properties-can-be-inherited-from-the-type-1-2-1664c2b8,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-properties_can_be_inherited_from_the_type_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-properties-can-be-inherited-from-the-type-2-2-5b531d0b,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-properties_can_be_inherited_from_the_type_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-properties-can-be-overriden-by-an-occurrence-1-2-ed81a13e,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-properties_can_be_overriden_by_an_occurrence_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-real-values-are-checked-using-type-casting-1-3-b7adbdda,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-real_values_are_checked_using_type_casting_1_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-real-values-are-checked-using-type-casting-2-3-e8e9af00,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-real_values_are_checked_using_type_casting_2_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-real-values-are-checked-using-type-casting-3-3-01305a2a,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-real_values_are_checked_using_type_casting_3_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-specifying-a-value-performs-a-case-sensitive-match--54f20075,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-specifying_a_value_performs_a_case_sensitive_match_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-unit-conversions-shall-take-place-to-ids-nominated--2741b7d9,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/pass-unit_conversions_shall_take_place_to_ids_nominated_standard_units_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-a-bound-can-be-exclusive-1-3-a77c87af,IDS-development/Documentation/ImplementersDocumentation/TestCases/restriction/fail-a_bound_can_be_exclusive_1_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
fail-a-bound-can-be-exclusive-3-3-0fc358b6,IDS-development/Documentation/ImplementersDocumentation/TestCases/restriction/fail-a_bound_can_be_exclusive_3_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
fail-a-bound-can-be-inclusive-4-4-be9e141c,IDS-development/Documentation/ImplementersDocumentation/TestCases/restriction/fail-a_bound_can_be_inclusive_4_4.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
fail-an-enumeration-matches-case-sensitively-3-3-f2293b9b,IDS-development/Documentation/ImplementersDocumentation/TestCases/restriction/fail-an_enumeration_matches_case_sensitively_3_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-an-enumeration-matches-case-sensitively-4-3-d1edc486,IDS-development/Documentation/ImplementersDocumentation/TestCases/restriction/fail-an_enumeration_matches_case_sensitively_4_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-length-checks-can-be-used-1-2-88f9cec6,IDS-development/Documentation/ImplementersDocumentation/TestCases/restriction/fail-length_checks_can_be_used_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-max-and-min-length-checks-can-be-used-1-3-97418f2b,IDS-development/Documentation/ImplementersDocumentation/TestCases/restriction/fail-max_and_min_length_checks_can_be_used_1_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-max-and-min-length-checks-can-be-used-4-3-d27e83cc,IDS-development/Documentation/ImplementersDocumentation/TestCases/restriction/fail-max_and_min_length_checks_can_be_used_4_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-regex-patterns-can-be-used-3-3-4dd8939d,IDS-development/Documentation/ImplementersDocumentation/TestCases/restriction/fail-regex_patterns_can_be_used_3_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-regex-patterns-work-in-OR-3-3-6f0bd19c,IDS-development/Documentation/ImplementersDocumentation/TestCases/restriction/fail-regex_patterns_work_in_OR_3_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
invalid-patterns-always-fail-on-any-number-5a32a194,IDS-development/Documentation/ImplementersDocumentation/TestCases/restriction/invalid-patterns_always_fail_on_any_number.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
invalid-patterns-only-work-on-strings-and-nothing-else-2db9be09,IDS-development/Documentation/ImplementersDocumentation/TestCases/restriction/invalid-patterns_only_work_on_strings_and_nothing_else.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
pass-a-bound-can-be-exclusive-2-3-56a4f1ae,IDS-development/Documentation/ImplementersDocumentation/TestCases/restriction/pass-a_bound_can_be_exclusive_2_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
pass-a-bound-can-be-inclusive-1-4-31b2f982,IDS-development/Documentation/ImplementersDocumentation/TestCases/restriction/pass-a_bound_can_be_inclusive_1_4.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
pass-a-bound-can-be-inclusive-2-4-14e35415,IDS-development/Documentation/ImplementersDocumentation/TestCases/restriction/pass-a_bound_can_be_inclusive_2_4.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
pass-a-bound-can-be-inclusive-3-4-a46c241b,IDS-development/Documentation/ImplementersDocumentation/TestCases/restriction/pass-a_bound_can_be_inclusive_3_4.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
pass-an-enumeration-matches-case-sensitively-1-3-54c5485a,IDS-development/Documentation/ImplementersDocumentation/TestCases/restriction/pass-an_enumeration_matches_case_sensitively_1_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-an-enumeration-matches-case-sensitively-2-3-ec1d6cdb,IDS-development/Documentation/ImplementersDocumentation/TestCases/restriction/pass-an_enumeration_matches_case_sensitively_2_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-length-checks-can-be-used-2-2-29a4f5e0,IDS-development/Documentation/ImplementersDocumentation/TestCases/restriction/pass-length_checks_can_be_used_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
