model,schema,source_repository,model_type,completeness_tier,rule_id,ids_representable,target_count,ifctester_pass_count,ifctester_pass_rate
pass-only-specifically-formatted-numbers-are-allowed-4-4-42e4d26c,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
pass-only-specifically-formatted-numbers-are-allowed-4-4-42e4d26c,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
pass-only-specifically-formatted-numbers-are-allowed-4-4-42e4d26c,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,0,0,
pass-only-specifically-formatted-numbers-are-allowed-4-4-42e4d26c,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
pass-strict-numeric-checking-may-be-done-with-a-bounds-r-a0dec448,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,0,0,
pass-strict-numeric-checking-may-be-done-with-a-bounds-r-a0dec448,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,0,0,
pass-strict-numeric-checking-may-be-done-with-a-bounds-r-a0dec448,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,0,0,
pass-strict-numeric-checking-may-be-done-with-a-bounds-r-a0dec448,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,0,0,
pass-strict-numeric-checking-may-be-done-with-a-bounds-r-a0dec448,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,0,0,
pass-strict-numeric-checking-may-be-done-with-a-bounds-r-a0dec448,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
pass-strict-numeric-checking-may-be-done-with-a-bounds-r-a0dec448,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
pass-strict-numeric-checking-may-be-done-with-a-bounds-r-a0dec448,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
pass-strict-numeric-checking-may-be-done-with-a-bounds-r-a0dec448,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,0,0,
pass-strict-numeric-checking-may-be-done-with-a-bounds-r-a0dec448,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
pass-typecast-checking-may-also-occur-within-enumeration-2b0c93ea,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,0,0,
pass-typecast-checking-may-also-occur-within-enumeration-2b0c93ea,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,0,0,
pass-typecast-checking-may-also-occur-within-enumeration-2b0c93ea,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,0,0,
pass-typecast-checking-may-also-occur-within-enumeration-2b0c93ea,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,0,0,
pass-typecast-checking-may-also-occur-within-enumeration-2b0c93ea,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,0,0,
pass-typecast-checking-may-also-occur-within-enumeration-2b0c93ea,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
pass-typecast-checking-may-also-occur-within-enumeration-2b0c93ea,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
pass-typecast-checking-may-also-occur-within-enumeration-2b0c93ea,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
pass-typecast-checking-may-also-occur-within-enumeration-2b0c93ea,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,0,0,
pass-typecast-checking-may-also-occur-within-enumeration-2b0c93ea,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
pass-value-restrictions-may-be-used-1-3-087454cf,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,1,1,1.0
pass-value-restrictions-may-be-used-1-3-087454cf,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,1,1,1.0
pass-value-restrictions-may-be-used-1-3-087454cf,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,1,0,0.0
pass-value-restrictions-may-be-used-1-3-087454cf,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,1,0,
pass-value-restrictions-may-be-used-1-3-087454cf,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,1,0,0.0
pass-value-restrictions-may-be-used-1-3-087454cf,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
pass-value-restrictions-may-be-used-1-3-087454cf,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
pass-value-restrictions-may-be-used-1-3-087454cf,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
pass-value-restrictions-may-be-used-1-3-087454cf,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,1,0,0.0
pass-value-restrictions-may-be-used-1-3-087454cf,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
pass-value-restrictions-may-be-used-2-3-4ddb5ded,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,1,1,1.0
pass-value-restrictions-may-be-used-2-3-4ddb5ded,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,1,1,1.0
pass-value-restrictions-may-be-used-2-3-4ddb5ded,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,1,0,0.0
pass-value-restrictions-may-be-used-2-3-4ddb5ded,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,1,0,
pass-value-restrictions-may-be-used-2-3-4ddb5ded,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,1,0,0.0
pass-value-restrictions-may-be-used-2-3-4ddb5ded,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
pass-value-restrictions-may-be-used-2-3-4ddb5ded,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
pass-value-restrictions-may-be-used-2-3-4ddb5ded,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
pass-value-restrictions-may-be-used-2-3-4ddb5ded,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,1,0,0.0
pass-value-restrictions-may-be-used-2-3-4ddb5ded,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
fail-a-classification-facet-with-no-data-matches-any-cla-50cb3825,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,4,4,1.0
fail-a-classification-facet-with-no-data-matches-any-cla-50cb3825,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,4,0,0.0
fail-a-classification-facet-with-no-data-matches-any-cla-50cb3825,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,4,0,0.0
fail-a-classification-facet-with-no-data-matches-any-cla-50cb3825,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,4,0,
fail-a-classification-facet-with-no-data-matches-any-cla-50cb3825,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,4,0,0.0
fail-a-classification-facet-with-no-data-matches-any-cla-50cb3825,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
fail-a-classification-facet-with-no-data-matches-any-cla-50cb3825,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
fail-a-classification-facet-with-no-data-matches-any-cla-50cb3825,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
fail-a-classification-facet-with-no-data-matches-any-cla-50cb3825,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,1,0,0.0
fail-a-classification-facet-with-no-data-matches-any-cla-50cb3825,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
fail-a-prohibited-facet-returns-the-opposite-of-a-requir-bb95a2f3,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,4,4,1.0
fail-a-prohibited-facet-returns-the-opposite-of-a-requir-bb95a2f3,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,4,0,0.0
fail-a-prohibited-facet-returns-the-opposite-of-a-requir-bb95a2f3,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,4,0,0.0
fail-a-prohibited-facet-returns-the-opposite-of-a-requir-bb95a2f3,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,4,0,
fail-a-prohibited-facet-returns-the-opposite-of-a-requir-bb95a2f3,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,4,0,0.0
fail-a-prohibited-facet-returns-the-opposite-of-a-requir-bb95a2f3,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
fail-a-prohibited-facet-returns-the-opposite-of-a-requir-bb95a2f3,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
fail-a-prohibited-facet-returns-the-opposite-of-a-requir-bb95a2f3,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
fail-a-prohibited-facet-returns-the-opposite-of-a-requir-bb95a2f3,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,1,0,0.0
fail-a-prohibited-facet-returns-the-opposite-of-a-requir-bb95a2f3,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
fail-a-required-classification-system-fails-if-no-match-2a15ab64,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,4,4,1.0
fail-a-required-classification-system-fails-if-no-match-2a15ab64,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,4,0,0.0
fail-a-required-classification-system-fails-if-no-match-2a15ab64,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,4,0,0.0
fail-a-required-classification-system-fails-if-no-match-2a15ab64,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,4,0,
fail-a-required-classification-system-fails-if-no-match-2a15ab64,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,4,0,0.0
fail-a-required-classification-system-fails-if-no-match-2a15ab64,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
fail-a-required-classification-system-fails-if-no-match-2a15ab64,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
fail-a-required-classification-system-fails-if-no-match-2a15ab64,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
fail-a-required-classification-system-fails-if-no-match-2a15ab64,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,1,0,0.0
fail-a-required-classification-system-fails-if-no-match-2a15ab64,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
fail-an-optional-classification-value-fails-if-no-match-d53ce3e0,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,1,1,1.0
fail-an-optional-classification-value-fails-if-no-match-d53ce3e0,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,1,0,0.0
fail-an-optional-classification-value-fails-if-no-match-d53ce3e0,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,1,0,0.0
fail-an-optional-classification-value-fails-if-no-match-d53ce3e0,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,1,0,
fail-an-optional-classification-value-fails-if-no-match-d53ce3e0,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,1,0,0.0
fail-an-optional-classification-value-fails-if-no-match-d53ce3e0,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
fail-an-optional-classification-value-fails-if-no-match-d53ce3e0,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
fail-an-optional-classification-value-fails-if-no-match-d53ce3e0,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
fail-an-optional-classification-value-fails-if-no-match-d53ce3e0,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,1,0,0.0
fail-an-optional-classification-value-fails-if-no-match-d53ce3e0,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
fail-both-system-and-value-must-match-all-not-any-if-spe-853dac37,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,4,4,1.0
fail-both-system-and-value-must-match-all-not-any-if-spe-853dac37,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,4,0,0.0
fail-both-system-and-value-must-match-all-not-any-if-spe-853dac37,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,4,0,0.0
fail-both-system-and-value-must-match-all-not-any-if-spe-853dac37,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,4,0,
fail-both-system-and-value-must-match-all-not-any-if-spe-853dac37,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,4,0,0.0
fail-both-system-and-value-must-match-all-not-any-if-spe-853dac37,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
fail-both-system-and-value-must-match-all-not-any-if-spe-853dac37,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
fail-both-system-and-value-must-match-all-not-any-if-spe-853dac37,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
fail-both-system-and-value-must-match-all-not-any-if-spe-853dac37,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,1,0,0.0
fail-both-system-and-value-must-match-all-not-any-if-spe-853dac37,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
fail-occurrences-override-the-type-classification-per-sy-1611b298,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,1,1,1.0
fail-occurrences-override-the-type-classification-per-sy-1611b298,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,1,1,1.0
fail-occurrences-override-the-type-classification-per-sy-1611b298,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,1,0,0.0
fail-occurrences-override-the-type-classification-per-sy-1611b298,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,1,0,
fail-occurrences-override-the-type-classification-per-sy-1611b298,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,1,0,0.0
fail-occurrences-override-the-type-classification-per-sy-1611b298,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
fail-occurrences-override-the-type-classification-per-sy-1611b298,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
fail-occurrences-override-the-type-classification-per-sy-1611b298,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
fail-occurrences-override-the-type-classification-per-sy-1611b298,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,1,0,0.0
fail-occurrences-override-the-type-classification-per-sy-1611b298,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
fail-restrictions-can-be-used-for-systems-1-2-ca553fc7,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,4,4,1.0
fail-restrictions-can-be-used-for-systems-1-2-ca553fc7,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,4,0,0.0
fail-restrictions-can-be-used-for-systems-1-2-ca553fc7,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,4,0,0.0
fail-restrictions-can-be-used-for-systems-1-2-ca553fc7,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,4,0,
fail-restrictions-can-be-used-for-systems-1-2-ca553fc7,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,4,0,0.0
fail-restrictions-can-be-used-for-systems-1-2-ca553fc7,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
fail-restrictions-can-be-used-for-systems-1-2-ca553fc7,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
fail-restrictions-can-be-used-for-systems-1-2-ca553fc7,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
fail-restrictions-can-be-used-for-systems-1-2-ca553fc7,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,1,0,0.0
fail-restrictions-can-be-used-for-systems-1-2-ca553fc7,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
fail-restrictions-can-be-used-for-values-3-3-fee62ed4,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,4,4,1.0
fail-restrictions-can-be-used-for-values-3-3-fee62ed4,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,4,0,0.0
fail-restrictions-can-be-used-for-values-3-3-fee62ed4,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,4,0,0.0
fail-restrictions-can-be-used-for-values-3-3-fee62ed4,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,4,0,
fail-restrictions-can-be-used-for-values-3-3-fee62ed4,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,4,0,0.0
fail-restrictions-can-be-used-for-values-3-3-fee62ed4,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
fail-restrictions-can-be-used-for-values-3-3-fee62ed4,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
fail-restrictions-can-be-used-for-values-3-3-fee62ed4,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
fail-restrictions-can-be-used-for-values-3-3-fee62ed4,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,1,0,0.0
fail-restrictions-can-be-used-for-values-3-3-fee62ed4,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
fail-systems-should-match-exactly-2-5-0489d540,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,4,4,1.0
fail-systems-should-match-exactly-2-5-0489d540,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,4,0,0.0
fail-systems-should-match-exactly-2-5-0489d540,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,4,0,0.0
fail-systems-should-match-exactly-2-5-0489d540,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,4,0,
fail-systems-should-match-exactly-2-5-0489d540,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,4,0,0.0
fail-systems-should-match-exactly-2-5-0489d540,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
fail-systems-should-match-exactly-2-5-0489d540,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
fail-systems-should-match-exactly-2-5-0489d540,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
fail-systems-should-match-exactly-2-5-0489d540,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,1,0,0.0
fail-systems-should-match-exactly-2-5-0489d540,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
pass-a-classification-facet-with-no-data-matches-any-cla-9e6a3070,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,4,4,1.0
pass-a-classification-facet-with-no-data-matches-any-cla-9e6a3070,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,4,0,0.0
pass-a-classification-facet-with-no-data-matches-any-cla-9e6a3070,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,4,0,0.0
pass-a-classification-facet-with-no-data-matches-any-cla-9e6a3070,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,4,0,
pass-a-classification-facet-with-no-data-matches-any-cla-9e6a3070,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,4,0,0.0
pass-a-classification-facet-with-no-data-matches-any-cla-9e6a3070,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
pass-a-classification-facet-with-no-data-matches-any-cla-9e6a3070,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
pass-a-classification-facet-with-no-data-matches-any-cla-9e6a3070,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
pass-a-classification-facet-with-no-data-matches-any-cla-9e6a3070,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,1,0,0.0
pass-a-classification-facet-with-no-data-matches-any-cla-9e6a3070,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
pass-a-required-facet-checks-all-parameters-as-normal-6372f302,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,4,4,1.0
pass-a-required-facet-checks-all-parameters-as-normal-6372f302,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,4,0,0.0
pass-a-required-facet-checks-all-parameters-as-normal-6372f302,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,4,0,0.0
pass-a-required-facet-checks-all-parameters-as-normal-6372f302,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,4,0,
pass-a-required-facet-checks-all-parameters-as-normal-6372f302,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,4,0,0.0
pass-a-required-facet-checks-all-parameters-as-normal-6372f302,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
pass-a-required-facet-checks-all-parameters-as-normal-6372f302,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
pass-a-required-facet-checks-all-parameters-as-normal-6372f302,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
pass-a-required-facet-checks-all-parameters-as-normal-6372f302,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,1,0,0.0
pass-a-required-facet-checks-all-parameters-as-normal-6372f302,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
pass-an-optional-classification-value-passes-if-null-4c94cbaf,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,1,1,1.0
pass-an-optional-classification-value-passes-if-null-4c94cbaf,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,1,0,0.0
pass-an-optional-classification-value-passes-if-null-4c94cbaf,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,1,0,0.0
pass-an-optional-classification-value-passes-if-null-4c94cbaf,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,1,0,
pass-an-optional-classification-value-passes-if-null-4c94cbaf,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,1,0,0.0
