model,source_repository,model_type,completeness_tier,schema,rule_id,target_count,direct_reference_pass_count,direct_reference_pass_rate
pass-any-constituent-category-in-a-constituent-set-will--413dedac,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
pass-any-constituent-category-in-a-constituent-set-will--413dedac,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,1,1.0
pass-any-constituent-category-in-a-constituent-set-will--413dedac,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-any-constituent-category-in-a-constituent-set-will--413dedac,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-any-constituent-category-in-a-constituent-set-will--413dedac,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-any-constituent-category-in-a-constituent-set-will--413dedac,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
pass-any-constituent-category-in-a-constituent-set-will--413dedac,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-any-constituent-name-in-a-constituent-set-will-pass-19f583dc,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
pass-any-constituent-name-in-a-constituent-set-will-pass-19f583dc,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,0,0.0
pass-any-constituent-name-in-a-constituent-set-will-pass-19f583dc,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,0,0.0
pass-any-constituent-name-in-a-constituent-set-will-pass-19f583dc,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
pass-any-constituent-name-in-a-constituent-set-will-pass-19f583dc,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,1,1.0
pass-any-constituent-name-in-a-constituent-set-will-pass-19f583dc,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-any-constituent-name-in-a-constituent-set-will-pass-19f583dc,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-any-constituent-name-in-a-constituent-set-will-pass-19f583dc,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-any-constituent-name-in-a-constituent-set-will-pass-19f583dc,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
pass-any-constituent-name-in-a-constituent-set-will-pass-19f583dc,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-any-layer-category-in-a-layer-set-will-pass-a-value-ac7c5324,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
pass-any-layer-category-in-a-layer-set-will-pass-a-value-ac7c5324,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,0,0.0
pass-any-layer-category-in-a-layer-set-will-pass-a-value-ac7c5324,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,0,0.0
pass-any-layer-category-in-a-layer-set-will-pass-a-value-ac7c5324,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
pass-any-layer-category-in-a-layer-set-will-pass-a-value-ac7c5324,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,1,1.0
pass-any-layer-category-in-a-layer-set-will-pass-a-value-ac7c5324,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-any-layer-category-in-a-layer-set-will-pass-a-value-ac7c5324,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-any-layer-category-in-a-layer-set-will-pass-a-value-ac7c5324,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-any-layer-category-in-a-layer-set-will-pass-a-value-ac7c5324,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
pass-any-layer-category-in-a-layer-set-will-pass-a-value-ac7c5324,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-any-layer-name-in-a-layer-set-will-pass-a-value-che-8c54d2f5,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
pass-any-layer-name-in-a-layer-set-will-pass-a-value-che-8c54d2f5,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,0,0.0
pass-any-layer-name-in-a-layer-set-will-pass-a-value-che-8c54d2f5,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,0,0.0
pass-any-layer-name-in-a-layer-set-will-pass-a-value-che-8c54d2f5,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
pass-any-layer-name-in-a-layer-set-will-pass-a-value-che-8c54d2f5,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,1,1.0
pass-any-layer-name-in-a-layer-set-will-pass-a-value-che-8c54d2f5,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-any-layer-name-in-a-layer-set-will-pass-a-value-che-8c54d2f5,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-any-layer-name-in-a-layer-set-will-pass-a-value-che-8c54d2f5,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-any-layer-name-in-a-layer-set-will-pass-a-value-che-8c54d2f5,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
pass-any-layer-name-in-a-layer-set-will-pass-a-value-che-8c54d2f5,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-any-material-category-in-a-constituent-set-will-pas-b9ef5da3,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
pass-any-material-category-in-a-constituent-set-will-pas-b9ef5da3,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,0,0.0
pass-any-material-category-in-a-constituent-set-will-pas-b9ef5da3,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,0,0.0
pass-any-material-category-in-a-constituent-set-will-pas-b9ef5da3,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
pass-any-material-category-in-a-constituent-set-will-pas-b9ef5da3,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,1,1.0
pass-any-material-category-in-a-constituent-set-will-pas-b9ef5da3,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-any-material-category-in-a-constituent-set-will-pas-b9ef5da3,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-any-material-category-in-a-constituent-set-will-pas-b9ef5da3,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-any-material-category-in-a-constituent-set-will-pas-b9ef5da3,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
pass-any-material-category-in-a-constituent-set-will-pas-b9ef5da3,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-any-material-category-in-a-layer-set-will-pass-a-va-9d0872a6,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
pass-any-material-category-in-a-layer-set-will-pass-a-va-9d0872a6,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,0,0.0
pass-any-material-category-in-a-layer-set-will-pass-a-va-9d0872a6,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,0,0.0
pass-any-material-category-in-a-layer-set-will-pass-a-va-9d0872a6,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
pass-any-material-category-in-a-layer-set-will-pass-a-va-9d0872a6,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,1,1.0
pass-any-material-category-in-a-layer-set-will-pass-a-va-9d0872a6,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-any-material-category-in-a-layer-set-will-pass-a-va-9d0872a6,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-any-material-category-in-a-layer-set-will-pass-a-va-9d0872a6,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-any-material-category-in-a-layer-set-will-pass-a-va-9d0872a6,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
pass-any-material-category-in-a-layer-set-will-pass-a-va-9d0872a6,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-any-material-category-in-a-list-will-pass-a-value-c-a5ab560d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
pass-any-material-category-in-a-list-will-pass-a-value-c-a5ab560d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,0,0.0
pass-any-material-category-in-a-list-will-pass-a-value-c-a5ab560d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,0,0.0
pass-any-material-category-in-a-list-will-pass-a-value-c-a5ab560d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
pass-any-material-category-in-a-list-will-pass-a-value-c-a5ab560d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,1,1.0
pass-any-material-category-in-a-list-will-pass-a-value-c-a5ab560d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-any-material-category-in-a-list-will-pass-a-value-c-a5ab560d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-any-material-category-in-a-list-will-pass-a-value-c-a5ab560d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-any-material-category-in-a-list-will-pass-a-value-c-a5ab560d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
pass-any-material-category-in-a-list-will-pass-a-value-c-a5ab560d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-any-material-category-in-a-profile-set-will-pass-a--450313ce,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
pass-any-material-category-in-a-profile-set-will-pass-a--450313ce,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,0,0.0
pass-any-material-category-in-a-profile-set-will-pass-a--450313ce,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,0,0.0
pass-any-material-category-in-a-profile-set-will-pass-a--450313ce,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
pass-any-material-category-in-a-profile-set-will-pass-a--450313ce,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,1,1.0
pass-any-material-category-in-a-profile-set-will-pass-a--450313ce,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-any-material-category-in-a-profile-set-will-pass-a--450313ce,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-any-material-category-in-a-profile-set-will-pass-a--450313ce,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-any-material-category-in-a-profile-set-will-pass-a--450313ce,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
pass-any-material-category-in-a-profile-set-will-pass-a--450313ce,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-any-material-name-in-a-constituent-set-will-pass-a--415500f4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
pass-any-material-name-in-a-constituent-set-will-pass-a--415500f4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,0,0.0
pass-any-material-name-in-a-constituent-set-will-pass-a--415500f4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,0,0.0
pass-any-material-name-in-a-constituent-set-will-pass-a--415500f4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
pass-any-material-name-in-a-constituent-set-will-pass-a--415500f4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,1,1.0
pass-any-material-name-in-a-constituent-set-will-pass-a--415500f4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-any-material-name-in-a-constituent-set-will-pass-a--415500f4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-any-material-name-in-a-constituent-set-will-pass-a--415500f4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-any-material-name-in-a-constituent-set-will-pass-a--415500f4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
pass-any-material-name-in-a-constituent-set-will-pass-a--415500f4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-any-material-name-in-a-layer-set-will-pass-a-value--e2b3d534,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
pass-any-material-name-in-a-layer-set-will-pass-a-value--e2b3d534,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,0,0.0
pass-any-material-name-in-a-layer-set-will-pass-a-value--e2b3d534,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,0,0.0
pass-any-material-name-in-a-layer-set-will-pass-a-value--e2b3d534,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
pass-any-material-name-in-a-layer-set-will-pass-a-value--e2b3d534,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,1,1.0
pass-any-material-name-in-a-layer-set-will-pass-a-value--e2b3d534,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-any-material-name-in-a-layer-set-will-pass-a-value--e2b3d534,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-any-material-name-in-a-layer-set-will-pass-a-value--e2b3d534,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-any-material-name-in-a-layer-set-will-pass-a-value--e2b3d534,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
pass-any-material-name-in-a-layer-set-will-pass-a-value--e2b3d534,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-any-material-name-in-a-list-will-pass-a-value-check-29249f01,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
pass-any-material-name-in-a-list-will-pass-a-value-check-29249f01,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,0,0.0
pass-any-material-name-in-a-list-will-pass-a-value-check-29249f01,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,0,0.0
pass-any-material-name-in-a-list-will-pass-a-value-check-29249f01,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
pass-any-material-name-in-a-list-will-pass-a-value-check-29249f01,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,1,1.0
pass-any-material-name-in-a-list-will-pass-a-value-check-29249f01,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-any-material-name-in-a-list-will-pass-a-value-check-29249f01,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-any-material-name-in-a-list-will-pass-a-value-check-29249f01,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-any-material-name-in-a-list-will-pass-a-value-check-29249f01,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
pass-any-material-name-in-a-list-will-pass-a-value-check-29249f01,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-any-material-name-in-a-profile-set-will-pass-a-valu-ac6a909a,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
pass-any-material-name-in-a-profile-set-will-pass-a-valu-ac6a909a,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,0,0.0
pass-any-material-name-in-a-profile-set-will-pass-a-valu-ac6a909a,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,0,0.0
pass-any-material-name-in-a-profile-set-will-pass-a-valu-ac6a909a,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
pass-any-material-name-in-a-profile-set-will-pass-a-valu-ac6a909a,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,1,1.0
pass-any-material-name-in-a-profile-set-will-pass-a-valu-ac6a909a,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-any-material-name-in-a-profile-set-will-pass-a-valu-ac6a909a,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-any-material-name-in-a-profile-set-will-pass-a-valu-ac6a909a,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-any-material-name-in-a-profile-set-will-pass-a-valu-ac6a909a,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
pass-any-material-name-in-a-profile-set-will-pass-a-valu-ac6a909a,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-any-profile-category-in-a-profile-set-will-pass-a-v-8a7a7449,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
pass-any-profile-category-in-a-profile-set-will-pass-a-v-8a7a7449,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,0,0.0
pass-any-profile-category-in-a-profile-set-will-pass-a-v-8a7a7449,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,0,0.0
pass-any-profile-category-in-a-profile-set-will-pass-a-v-8a7a7449,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
pass-any-profile-category-in-a-profile-set-will-pass-a-v-8a7a7449,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,1,1.0
pass-any-profile-category-in-a-profile-set-will-pass-a-v-8a7a7449,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-any-profile-category-in-a-profile-set-will-pass-a-v-8a7a7449,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-any-profile-category-in-a-profile-set-will-pass-a-v-8a7a7449,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-any-profile-category-in-a-profile-set-will-pass-a-v-8a7a7449,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
pass-any-profile-category-in-a-profile-set-will-pass-a-v-8a7a7449,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-any-profile-name-in-a-profile-set-will-pass-a-value-790d9c9f,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
pass-any-profile-name-in-a-profile-set-will-pass-a-value-790d9c9f,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,0,0.0
pass-any-profile-name-in-a-profile-set-will-pass-a-value-790d9c9f,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,0,0.0
pass-any-profile-name-in-a-profile-set-will-pass-a-value-790d9c9f,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
pass-any-profile-name-in-a-profile-set-will-pass-a-value-790d9c9f,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,1,1.0
pass-any-profile-name-in-a-profile-set-will-pass-a-value-790d9c9f,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-any-profile-name-in-a-profile-set-will-pass-a-value-790d9c9f,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-any-profile-name-in-a-profile-set-will-pass-a-value-790d9c9f,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-any-profile-name-in-a-profile-set-will-pass-a-value-790d9c9f,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
pass-any-profile-name-in-a-profile-set-will-pass-a-value-790d9c9f,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-elements-with-any-material-will-pass-an-empty-mater-5541745e,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
pass-elements-with-any-material-will-pass-an-empty-mater-5541745e,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,0,0.0
pass-elements-with-any-material-will-pass-an-empty-mater-5541745e,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,0,0.0
pass-elements-with-any-material-will-pass-an-empty-mater-5541745e,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
pass-elements-with-any-material-will-pass-an-empty-mater-5541745e,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,1,1.0
pass-elements-with-any-material-will-pass-an-empty-mater-5541745e,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-elements-with-any-material-will-pass-an-empty-mater-5541745e,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-elements-with-any-material-will-pass-an-empty-mater-5541745e,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-elements-with-any-material-will-pass-an-empty-mater-5541745e,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
pass-elements-with-any-material-will-pass-an-empty-mater-5541745e,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-occurrences-can-inherit-materials-from-their-types-ace3146d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
pass-occurrences-can-inherit-materials-from-their-types-ace3146d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,0,0.0
pass-occurrences-can-inherit-materials-from-their-types-ace3146d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,0,0.0
pass-occurrences-can-inherit-materials-from-their-types-ace3146d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
pass-occurrences-can-inherit-materials-from-their-types-ace3146d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,1,1.0
pass-occurrences-can-inherit-materials-from-their-types-ace3146d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-occurrences-can-inherit-materials-from-their-types-ace3146d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-occurrences-can-inherit-materials-from-their-types-ace3146d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-occurrences-can-inherit-materials-from-their-types-ace3146d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
pass-occurrences-can-inherit-materials-from-their-types-ace3146d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
