model,rule_id,ifc_class,global_id,name,passed,reason
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcSign,1UcPcFYFnFGf9oxVKgJvYL,highway location marker - sign,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcSign,024xXOLR58MwcQg4WijX_3,highway location marker - sign,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcSign,2ypUkw9of26hgUb5MNJ_ZN,highway location marker - sign,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcSign,18egTHa0TABBijPOg5oimA,highway location marker - sign,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcSign,0bFvkZvPnFIh5_uR6vMz8r,highway location marker - sign,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcSign,1doAY7u3X8TO5A5XwZzMhW,highway location marker - sign,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcSign,1EgGZBqJH2nhxvBhXL5aAu,highway location marker - sign,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcSign,1M3Vul3815kQUhtf2I_Skt,highway location marker - sign,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcSign,2T95Xtq0rFePGIDJ4PqyFj,highway location marker - sign,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcSign,2k2lifnhL40AslzJB9Bx$W,highway location marker - sign,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,0kxkKDn4D1eeFCAOH4KGno,park - site - underground,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,0M2sbzQN5118y7AjXX0eto,park - site - grass,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,1QMfWcFQTA9O1jjwSzla9K,apple tree,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,3vx6_W1mX1S83jQvw29lOf,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,0vL1f7P1v7uBqiB2O8sdFK,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,0mvo1hriT8CepdkQqmgoF3,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,2JPl80391DWOGDdwWWXFPd,Apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,0xwgMcHYT2eRCklSRcbiBQ,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,3cD4ZOuQPCRQ8OWjEKESk1,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,0xGEgLebL6RBpH$oFPX8q1,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,1xR2u7w455dR$kmwHtobFt,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,10Xnlx0yf45xZQZyAPLYp0,apple tree,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,3BxsnesIT2bRXBkHBiAphy,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,3oJ823HYX3TgOV10vGIMAW,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,3NaKhZF_H0j9I0iTrs$39y,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,3ZCX_J5813FuVqLqW7sfaX,Apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,27YzHcsZ59VeXncfoYwrOi,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,0o_EHtzHHEAu9f1xlkkDI$,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,2Aqa5eVSf7kAJZUcvO6vKx,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,1CibP_Kl55ng8UGqbf2AUo,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,3C2b0D8KH4AxHtK_sGyYZn,apple tree,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,3z6SQBV0H8EuEU0UjTsAsx,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,1Yndm_y7n0jg2p1BtguSXE,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,0pkG5TJkn4evS6mBe4ngYE,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,0jQK5sMMD8pPQOYIL3fMLQ,Apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,3gOJz0hPf5SADxYaVJvZet,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,2Lg6a_cuv5W98bVQeiW5Ae,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,1M7UK0m3n979AnQhT6W4M5,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,0p3IFiErXBr8g6kcGPZ6hY,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,1kmsJIV8L3OAydmxlleNWE,apple tree,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,1g5NWJIznEsPpM20IzWrAA,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,2B9m1Y8OnEfgAgQXqh3big,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,1LrJS2N1D10Be_HXoC_HPY,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,1PmlOHhBP8M8UUjNHPjIgM,Apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,3U7E5O1kDC5haP6HSdoYH3,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,0H2Fj8PHjBtufQFTNt7gZ3,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,3WRI1ikur5uxL5vcUn4Mmn,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,3V$aG3qaD0WhlQwmB_ch48,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,3j0RbM_5D6kuNp7_ekCapp,apple tree,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,0DFOuaLp16JBUO4hG7x8Bp,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,1930YPueX52fWdZ7Tjt9u5,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,3hIzy9x$1FrvLW_eZfXIFH,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,32iZ9$2Ob83RMNJ$WPMAvt,Apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,0WPf4sWN115fZWKKMG51QK,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,0ACwnN3Cj2rggwsuTfXYXg,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,2xCCpcPIL1MA_NeSePVYF9,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,1DOk4dbjL4RBrmfERDBItZ,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,1TobdrlgjE7ey2pSa1_rn_,apple tree,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,3NxIl_jy5EvhHcurA624Kq,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,3NE787uKT99fsBosLiARMz,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,0HqE5ZK_X3$Am$63ry5M49,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,2U7J29jKfEmu2x3vc3IPlQ,Apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,2MA8RLO756yAvR_qfdFRSk,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,2ct40a7m9E5epJ_VWc96sZ,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,17UdkshtL4AfSN7WDXqJnB,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,2MvD_$go5AVQGkLrO1zeoC,apple,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,0AvtbehUT0ufHHGkEVMdAJ,park - site - soil,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,2eGMeS8JXEqPOIXktx3T6F,road parking - roadside verge - soil,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,1wCkCBBYT8eOqYsD_tvSU_,road parking - roadside verge - grass,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,0zGSqxrLf0ngxWk8EXkozt,river stream,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,0yVWtUza9BkBPidcrOmhrJ,river bed,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,3pUQsWUqb8deDoLZ6CIIET,road river bridge - underground,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,3pzBWeief4XhSr5Lnykkbq,road river bridge - grass,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,287A5dK8D58QqsO5r7jizn,road river bridge - soil,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,3q2pqb6g1CwAXLzdDMASLC,tree,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,2TzRIQ3TD0iQjVQn_kRILO,river stream,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,0o2OoK8Yb7qRy$y$FrAd1z,river bed,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,1$67KLp617FxOmPEpt1Ymd,riverside - grass,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,0JNuUw_1TBkwsuM7gZ2ttT,riverside - soil,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,3$Tc0Y2BH1KhfYOdLzGw$7,road - roadside verge - soil,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,2zsnPhHoPDyPxIp9st53so,road - roadside verge - grass,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,0_UEnkz4D4YfsaN2mtDSb4,generic - site - underground,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,1DqmYaokf4ie_5kATXxw$A,grass - site - soil,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,2nns7UQnX5qgnLN9BIpK58,grass - site - grass,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,3$ZN4KG314FxghY0Vo$dvz,road - roadside verge - soil,True,Name is present
IFC4X3-Infra-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,0N_6HAKnH7DfoyrBKIGAm2,road - roadside verge - grass,True,Name is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcBuildingElementProxy,2kltwih_PEcfdSJ4b17wEl,underground - road,False,type/object type is missing
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcBuildingElementProxy,0OzNRPe4z1_eVDIEUoZJ99,Group#16,False,type/object type is missing
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcBuildingElementProxy,1FI54l9HzB2PvEGvFyXLbP,underground - river,False,type/object type is missing
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcBuildingElementProxy,3Ch90OuJb98uHg3Gufe_Xm,underground - road,False,type/object type is missing
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcBuildingElementProxy,3Fit2Fad92zf2f6aWdJtF5,geo-reference,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcBuildingElementProxy,3M9N4ltyTDLedg0IXOqRl0,underground - road,False,type/object type is missing
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcMember,30oyY5EPT7b8538BYwrMA6,highway location marker - post,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcMember,1ZId9ZD4b6hhdGUwoS_84p,highway location marker - post,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcMember,28hmQL3mjBIfb_ebI4qpXd,highway location marker - post,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcMember,32131LhGbDMAs5IUHOhPTD,highway location marker - post,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcMember,0CBYVcIsj81uRh9cxs7LZd,highway location marker - post,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcMember,16UMCV4efA9hyR82LVCmc8,highway location marker - post,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcMember,0bjYaEhBHB9ggusMYJds7m,highway location marker - post,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcMember,1oLAKxvofAx8$NtHN3GlTl,highway location marker - post,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcMember,0FBBSkMCv4H9u$XjhFm7YV,highway location marker - post,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcMember,2e7_59uajDNghb7cvuyoAQ,highway location marker - post,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcElementAssembly,0Hnf$wQvbCM9cNIukPXgRJ,highway location marker,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcElementAssembly,35JIsNEAvDc8SWX$yCbDjK,highway location marker,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcElementAssembly,0xAZ6srWD07PtIPatQzs$P,highway location marker,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcElementAssembly,0p1NGN3yX61vwKVbOBrW$P,highway location marker,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcElementAssembly,00ZvlN19v73wE8JOyDmPjG,highway location marker,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcElementAssembly,3E8poO$Er6gPhLg44LF$bc,highway location marker,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcElementAssembly,1T4p6ZGRv01fbKg9blo1cB,highway location marker,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcElementAssembly,2t8HycAM1DXuldObNa2Iwo,highway location marker,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcElementAssembly,23UGBywNfEOfdaQ1y614AM,highway location marker,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcElementAssembly,0zVRALYpv94RdFxPi6mV6c,highway location marker,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcSign,1UcPcFYFnFGf9oxVKgJvYL,highway location marker - sign,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcSign,024xXOLR58MwcQg4WijX_3,highway location marker - sign,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcSign,2ypUkw9of26hgUb5MNJ_ZN,highway location marker - sign,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcSign,18egTHa0TABBijPOg5oimA,highway location marker - sign,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcSign,0bFvkZvPnFIh5_uR6vMz8r,highway location marker - sign,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcSign,1doAY7u3X8TO5A5XwZzMhW,highway location marker - sign,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcSign,1EgGZBqJH2nhxvBhXL5aAu,highway location marker - sign,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcSign,1M3Vul3815kQUhtf2I_Skt,highway location marker - sign,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcSign,2T95Xtq0rFePGIDJ4PqyFj,highway location marker - sign,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcSign,2k2lifnhL40AslzJB9Bx$W,highway location marker - sign,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,0kxkKDn4D1eeFCAOH4KGno,park - site - underground,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,0M2sbzQN5118y7AjXX0eto,park - site - grass,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,1QMfWcFQTA9O1jjwSzla9K,apple tree,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,3vx6_W1mX1S83jQvw29lOf,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,0vL1f7P1v7uBqiB2O8sdFK,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,0mvo1hriT8CepdkQqmgoF3,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,2JPl80391DWOGDdwWWXFPd,Apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,0xwgMcHYT2eRCklSRcbiBQ,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,3cD4ZOuQPCRQ8OWjEKESk1,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,0xGEgLebL6RBpH$oFPX8q1,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,1xR2u7w455dR$kmwHtobFt,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,10Xnlx0yf45xZQZyAPLYp0,apple tree,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,3BxsnesIT2bRXBkHBiAphy,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,3oJ823HYX3TgOV10vGIMAW,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,3NaKhZF_H0j9I0iTrs$39y,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,3ZCX_J5813FuVqLqW7sfaX,Apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,27YzHcsZ59VeXncfoYwrOi,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,0o_EHtzHHEAu9f1xlkkDI$,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,2Aqa5eVSf7kAJZUcvO6vKx,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,1CibP_Kl55ng8UGqbf2AUo,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,3C2b0D8KH4AxHtK_sGyYZn,apple tree,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,3z6SQBV0H8EuEU0UjTsAsx,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,1Yndm_y7n0jg2p1BtguSXE,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,0pkG5TJkn4evS6mBe4ngYE,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,0jQK5sMMD8pPQOYIL3fMLQ,Apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,3gOJz0hPf5SADxYaVJvZet,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,2Lg6a_cuv5W98bVQeiW5Ae,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,1M7UK0m3n979AnQhT6W4M5,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,0p3IFiErXBr8g6kcGPZ6hY,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,1kmsJIV8L3OAydmxlleNWE,apple tree,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,1g5NWJIznEsPpM20IzWrAA,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,2B9m1Y8OnEfgAgQXqh3big,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,1LrJS2N1D10Be_HXoC_HPY,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,1PmlOHhBP8M8UUjNHPjIgM,Apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,3U7E5O1kDC5haP6HSdoYH3,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,0H2Fj8PHjBtufQFTNt7gZ3,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,3WRI1ikur5uxL5vcUn4Mmn,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,3V$aG3qaD0WhlQwmB_ch48,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,3j0RbM_5D6kuNp7_ekCapp,apple tree,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,0DFOuaLp16JBUO4hG7x8Bp,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,1930YPueX52fWdZ7Tjt9u5,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,3hIzy9x$1FrvLW_eZfXIFH,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,32iZ9$2Ob83RMNJ$WPMAvt,Apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,0WPf4sWN115fZWKKMG51QK,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,0ACwnN3Cj2rggwsuTfXYXg,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,2xCCpcPIL1MA_NeSePVYF9,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,1DOk4dbjL4RBrmfERDBItZ,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,1TobdrlgjE7ey2pSa1_rn_,apple tree,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,3NxIl_jy5EvhHcurA624Kq,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,3NE787uKT99fsBosLiARMz,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,0HqE5ZK_X3$Am$63ry5M49,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,2U7J29jKfEmu2x3vc3IPlQ,Apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,2MA8RLO756yAvR_qfdFRSk,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,2ct40a7m9E5epJ_VWc96sZ,apple,True,type/object type is present
IFC4X3-Infra-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,17UdkshtL4AfSN7WDXqJnB,apple,True,type/object type is present
