rule_id,route_id,target_class,ids_representable
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCBUILDINGELEMENTPART,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCBUILDINGELEMENTPROXY,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCCHIMNEY,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCCOLUMN,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCCOURSE,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCCOVERING,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCDISCRETEACCESSORY,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCDISTRIBUTIONELEMENT,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCDOOR,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCDUCTSEGMENT,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCEARTHWORKSFILL,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCELEMENTASSEMBLY,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCFLOWSEGMENT,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCFLOWTERMINAL,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCFOOTING,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCFURNISHINGELEMENT,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCFURNITURE,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCGEOGRAPHICELEMENT,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCMECHANICALFASTENER,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCMEMBER,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCOPENINGELEMENT,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCPIPESEGMENT,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCPLATE,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCRAIL,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCRAILING,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCRAMP,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCRAMPFLIGHT,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCROOF,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCSANITARYTERMINAL,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCSIGN,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCSLAB,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCSTAIR,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCSTAIRFLIGHT,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCSURFACEFEATURE,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCTRACKELEMENT,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCVIRTUALELEMENT,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCWALL,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCWALLSTANDARDCASE,True
R03_TYPE_OR_OBJECTTYPE,attribute_ObjectType,IFCWINDOW,True
R04_SPATIAL_CONTAINMENT,,"IfcElement,IfcSpace",False
R05_MATERIAL_AVAILABLE,material_required,IFCBEAM,True
R05_MATERIAL_AVAILABLE,material_required,IFCCOLUMN,True
R05_MATERIAL_AVAILABLE,material_required,IFCDOOR,True
R05_MATERIAL_AVAILABLE,material_required,IFCRAILING,True
R05_MATERIAL_AVAILABLE,material_required,IFCSLAB,True
R05_MATERIAL_AVAILABLE,material_required,IFCSTAIR,True
R05_MATERIAL_AVAILABLE,material_required,IFCWALL,True
R05_MATERIAL_AVAILABLE,material_required,IFCWALLSTANDARDCASE,True
R05_MATERIAL_AVAILABLE,material_required,IFCWINDOW,True
R06_DOOR_CLEAR_WIDTH,attribute_OverallWidth,IFCDOOR,True
R07_WINDOW_DIMENSIONS,attribute_OverallWidth_OverallHeight,IFCWINDOW,True
R08_SPACE_AREA,property_Qto_SpaceBaseQuantities_NetFloorArea,IFCSPACE,True
R08_SPACE_AREA,property_Qto_SpaceBaseQuantities_GrossFloorArea,IFCSPACE,True
R08_SPACE_AREA,property_BaseQuantities_NetFloorArea,IFCSPACE,True
R08_SPACE_AREA,property_BaseQuantities_GrossFloorArea,IFCSPACE,True
R09_FIRE_RATING,property_Pset_DoorCommon_FireRating,IFCDOOR,True
R09_FIRE_RATING,property_Pset_DoorCommon_FireResistanceRating,IFCDOOR,True
R09_FIRE_RATING,property_Pset_WallCommon_FireRating,IFCWALL,True
R09_FIRE_RATING,property_Pset_WallCommon_FireResistanceRating,IFCWALL,True
R09_FIRE_RATING,property_Pset_WallCommon_FireRating,IFCWALLSTANDARDCASE,True
R09_FIRE_RATING,property_Pset_WallCommon_FireResistanceRating,IFCWALLSTANDARDCASE,True
R10_SITE_GEOREFERENCE,,IfcSite,False
